Date,TweetID,User,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
2025-01-12 14:08:51+00:00,1878444030037578036,tahaeez,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 1 https://t.co/JZu6FXj7LB",0,0,0,0
2025-01-12 14:08:44+00:00,1878444002170605773,tahaeez,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع https://t.co/JZu6FXj7LB",0,0,0,0
2025-01-12 14:08:00+00:00,1878443818652942379,Gabbycosta06,Uranus,"The way i have  meticulously avoided Lisabi on Twitter  ehn...@TheDimejiLateef  notifications wan wound me but mio panic.. 

But today is the day, that the Lord has made.. i will rejoice and watch #LisabiALegendIsBorn #lisabi",3,2,0,1
2025-01-12 14:07:56+00:00,1878443799828938759,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 10 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:07:51+00:00,1878443778291183674,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 9 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:07:46+00:00,1878443758011789523,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 8 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:07:41+00:00,1878443736339726561,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 7 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:07:35+00:00,1878443712285409384,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 6 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:06:58+00:00,1878443556815225120,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 4 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:06:19+00:00,1878443393396756889,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 10 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:06:11+00:00,1878443360794354026,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 9 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:06:03+00:00,1878443328464715971,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 8 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:05:52+00:00,1878443282335719462,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 7 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:05:44+00:00,1878443248361889961,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع6 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:05:35+00:00,1878443210617307172,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 5 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:05:24+00:00,1878443161866948944,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 3 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:05:10+00:00,1878443103364804920,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 2 https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:04:54+00:00,1878443036276916359,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 5 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:04:50+00:00,1878443021177352504,loi_0li,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع https://t.co/g0WI2L4CTT",0,0,0,0
2025-01-12 14:04:49+00:00,1878443015863239075,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 4 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:04:44+00:00,1878442996267389365,15xnQwMN6H73650,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع https://t.co/aVhGpao8TJ",0,0,0,0
2025-01-12 14:04:42+00:00,1878442988289814850,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 3 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:04:37+00:00,1878442966181679189,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 2 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:04:32+00:00,1878442944669024750,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 1 https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:04:22+00:00,1878442901719445935,Ssssssff_,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع https://t.co/yRXzg2Ru9I",0,0,0,0
2025-01-12 14:04:04+00:00,1878442828289769804,Garmentoffavour,,"RT @iNspiritextra: Take a moment to listen to Pastor Jerry Eze as he shares the key to successful spiritual warfare in 2025 – THE WORD.

--…",0,46,0,0
2025-01-12 14:03:34+00:00,1878442702187950176,lliium1,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع
١٠ https://t.co/wFfHmkJWn0",0,0,0,0
2025-01-12 14:03:17+00:00,1878442630570484195,Ollixii8,دولة الكويت,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع
10 https://t.co/QPJ9yhkQju",0,0,0,0
2025-01-12 14:03:10+00:00,1878442599909863641,Ollixii8,دولة الكويت,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع
9 https://t.co/QPJ9yhkitW",0,0,0,0
2025-01-12 14:03:07+00:00,1878442587918352882,lliium1,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع
٩ https://t.co/wFfHmkJWn0",0,0,0,0
2025-01-12 14:03:04+00:00,1878442574211383565,Ollixii8,دولة الكويت,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 
8 https://t.co/QPJ9yhkitW",0,0,0,0
2025-01-12 14:02:57+00:00,1878442545333543188,lliium1,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع
٨ https://t.co/wFfHmkJWn0",0,0,0,0
2025-01-12 14:02:55+00:00,1878442538857554270,f5jrsMPPB045225,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع https://t.co/itQ4satjrs",0,0,0,0
2025-01-12 14:02:49+00:00,1878442514048307611,lliium1,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع 
٧ https://t.co/wFfHmkJWn0",0,0,0,0
2025-01-12 14:02:44+00:00,1878442493370421445,Ollixii8,دولة الكويت,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع7 https://t.co/QPJ9yhkitW",0,0,0,0
2025-01-12 14:02:44+00:00,1878442492250701844,Investortopgun,Earth,#Arknights #Alerta #CubaConVenezuela #cryptomarket #VamosLaU #BuenSabado #BundesTAK #NationalYouthDay2025 #NFLEnTelevisa #melbourneweather #LosAngelesFire #LisabiALegendIsBorn #GH11E #fundamentalpapereducation #DRFC #EmiratesFACup #ROBLOX #TheStoryofUSTheSeries #YouthDay #ifkgbg https://t.co/BXHzWH3IKR,0,0,0,0
2025-01-12 14:02:31+00:00,1878442438496313501,lliium1,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع
٦ https://t.co/wFfHmkJWn0",0,0,0,0
2025-01-12 14:02:21+00:00,1878442393533284671,lliium1,,"#LosAngelesFire #EmiratesFACup #LijoNo #حرائق_لوس_أنجلوس #حرائق_كالفورنيا #LisabiALegendIsBorn #StarAcademy #StarAcademy #LosAngelesFires #HarshadChopda #SCPSLB #PSVAZ #FELIP #fundamentalpapereducation #FELIPFiresUpDUNK #Michoacan #MarineEnFinale 
#سالم_بن_جديع
٥ https://t.co/wFfHmkJWn0",0,0,0,0
